Symbol,Date,Open,High,Low,Close,Percent Change,Volume
CZBIL,8/31/2022,199,199.8,196.1,196.4,-0.86,25607
CZBIL,9/1/2022,196,198,194.2,196,-0.2,27151
CZBIL,9/2/2022,197.8,197.9,195,195,-0.51,32212
CZBIL,9/4/2022,194.2,198.8,194.2,197,1.03,18626
CZBIL,9/5/2022,196,198,196,196.6,-0.2,10680
CZBIL,9/6/2022,197,197,195,195.1,-0.76,30319
CZBIL,9/7/2022,196,196,194,194.9,-0.1,25476
CZBIL,9/8/2022,194.9,196,193,194,-0.46,21602
CZBIL,9/11/2022,196,196,193.4,193.4,-0.31,11299
CZBIL,9/12/2022,192,194.8,191,193,-0.21,19242
CZBIL,9/13/2022,194.9,196,193,194.5,0.78,13739
CZBIL,9/14/2022,194.5,198.5,194.5,198.5,2.06,24364
CZBIL,9/15/2022,198,198,193,193.8,-2.37,31701
CZBIL,9/16/2022,191,194,188.8,192.3,-0.77,21984
CZBIL,9/18/2022,190,193,189,191,-0.68,23706
CZBIL,9/20/2022,188.5,190,186.3,188.6,-1.26,30901
CZBIL,9/21/2022,190,190,186,188.1,-0.27,17182
CZBIL,9/22/2022,188,190.1,186.5,188.1,0,26651
CZBIL,9/25/2022,187,187,181.4,182,-3.24,86595
CZBIL,9/27/2022,180,188,180,185,1.65,31869
CZBIL,9/28/2022,187,187.9,183.6,186.5,0.81,21898
CZBIL,9/29/2022,187.7,195.4,186.5,195.4,4.77,30469
CZBIL,10/9/2022,199,201,195,199,1.84,42410
CZBIL,10/10/2022,199.1,200,194.1,195.2,-1.91,32696
CZBIL,10/11/2022,195.2,198.9,195.2,197.2,1.02,22333
CZBIL,10/12/2022,197,201.1,195.7,201.1,1.98,30677
CZBIL,10/13/2022,202.7,206,201.4,204.9,0.42,125954
CZBIL,10/16/2022,200.9,200.9,190,190.5,-7.03,31686
CZBIL,10/17/2022,190,192,186.8,187.5,-1.57,31568
CZBIL,10/19/2022,187.5,187.5,183,184,-1.87,24590
CZBIL,10/20/2022,184,187,181,184.1,0.05,14443
CZBIL,10/23/2022,187.7,188,184,184.9,0.43,20378
CZBIL,10/31/2022,188.5,195.8,184.8,190,2.76,40901
CZBIL,11/1/2022,193.8,193.8,190,191,0.53,62301
CZBIL,11/2/2022,194,194,187.2,191,0,54942
CZBIL,11/3/2022,190,192,185,189,-1.05,34464
CZBIL,11/6/2022,190,190,185,188,-0.53,39125
CZBIL,11/7/2022,188,190.2,187.1,188,0,34139
CZBIL,11/8/2022,190,190,186,188,0,373395
CZBIL,11/9/2022,190,190,186.2,186.2,-0.96,67215
CZBIL,11/10/2022,189.8,189.8,183,184.6,-0.86,40508
CZBIL,11/13/2022,185,185.9,183,183.5,-0.6,18425
CZBIL,11/14/2022,182.1,185,182.1,183,-0.27,23040
CZBIL,11/15/2022,183,184,182.3,183,0,20368
CZBIL,11/16/2022,181,184.4,181,184,0.55,42295
CZBIL,11/17/2022,184.1,188.5,183.7,186.8,1.52,44241
CZBIL,11/22/2022,186.8,188.9,186,187,0.11,13462
CZBIL,11/23/2022,185,187,184,184.2,-1.5,14958
CZBIL,11/24/2022,184,187,184,186.7,1.36,11093
CZBIL,11/27/2022,188,190,185,186.2,-0.27,25997
CZBIL,11/28/2022,188,189.9,184,185,-0.64,28475
CZBIL,11/29/2022,186.9,186.9,183.4,184.9,-0.05,26592
CZBIL,11/30/2022,186,186,183,184,-0.49,14340
CZBIL,12/1/2022,187,187,183,184.4,0.22,16339
CZBIL,12/4/2022,183,184.9,182.5,183.2,-0.65,68156
CZBIL,12/5/2022,185,185,182.1,182.2,-0.55,29551
CZBIL,12/6/2022,183,183.9,181.2,181.5,-0.38,14558
CZBIL,12/7/2022,184,184,180.6,180.7,-0.44,19377
CZBIL,12/11/2022,180.5,182,179.7,181,0.17,18089
CZBIL,12/12/2022,183,184.6,179,181,0,18001
CZBIL,12/13/2022,180.1,181,178.4,180.8,-0.11,21918
CZBIL,12/14/2022,180.8,181.5,177.2,180,-0.44,31822
CZBIL,12/15/2022,178,180.4,178,180,0,21500
CZBIL,12/18/2022,178,180,176.5,178.5,-0.83,26901
CZBIL,12/19/2022,178.5,180,176.3,178,-0.28,21583
CZBIL,12/20/2022,180.5,180.5,177,179.9,1.07,31584
CZBIL,12/21/2022,177,180,176.5,178,-1.06,66136
CZBIL,12/22/2022,180,180,175,176,-1.12,35292
CZBIL,12/26/2022,178.5,182,178.5,181,2.84,40917
CZBIL,12/27/2022,183,190,183,187,3.31,69135
CZBIL,12/28/2022,187.1,188.5,185,186,-0.53,42044
CZBIL,12/29/2022,186,191.3,185,191,2.69,44676
CZBIL,1/1/2023,193.8,195,188,192,0.52,70226
CZBIL,1/2/2023,192,198.9,192,194.2,1.15,79667
CZBIL,1/3/2023,196,197,192,193,-0.62,51132
CZBIL,1/4/2023,195.8,197,192.1,196.9,2.02,47054
CZBIL,1/5/2023,199,201,195.2,197.5,0.3,85486
CZBIL,1/8/2023,200,200,196.5,198,0.25,66868
CZBIL,1/9/2023,199.9,208,196,204.5,3.28,84790
CZBIL,1/10/2023,206,224,206,211,3.18,174920
CZBIL,1/12/2023,215,219.5,205.1,206,-2.37,104354
CZBIL,1/17/2023,208,208.9,202,206,0,71903
CZBIL,1/18/2023,206,209,202.5,204,-0.97,63465
CZBIL,1/19/2023,200.3,207,200.3,205.4,0.69,43986
CZBIL,1/23/2023,205,205,200.1,201,-2.14,56437
CZBIL,1/24/2023,199.1,202.4,199,201.2,0.1,31987
CZBIL,1/25/2023,199.8,201,198.4,199,-1.09,57993
CZBIL,1/26/2023,200,201,196.1,197,-1.01,48834
CZBIL,1/29/2023,196,198,194.3,194.4,-1.32,40999
CZBIL,1/30/2023,193.4,194.8,191.6,193,-0.72,45137
CZBIL,1/31/2023,191,193,190,191,-1.04,32376
CZBIL,2/1/2023,190,191,189.1,190.5,-0.26,23972
CZBIL,2/2/2023,190,191,188,188.8,-0.89,30338
CZBIL,2/5/2023,190.9,192,188.3,191.7,1.54,53777
CZBIL,2/6/2023,193.8,193.8,190,190,-0.89,20880
CZBIL,2/7/2023,190,196,188.2,195.1,2.68,57561
CZBIL,2/8/2023,197.9,201.6,195.4,196,0.46,53591
CZBIL,2/9/2023,195,198.8,194.3,195.3,-0.36,32409
CZBIL,2/12/2023,193,193,186.2,190.7,-2.36,53958
CZBIL,2/14/2023,187.2,191.7,187.2,188.9,-0.94,16310
CZBIL,2/15/2023,190,190,187,187.1,-0.95,18832
CZBIL,2/16/2023,186,189.7,185,186,-0.59,40614
CZBIL,2/20/2023,188.7,188.7,184,186,0,30035
CZBIL,2/22/2023,186.5,189,186.5,187.1,0.59,20470
CZBIL,2/23/2023,186,189.5,185.1,188,0.48,29005
CZBIL,2/26/2023,184.9,186,182.1,186,-1.06,19434
CZBIL,2/27/2023,188,188,183.5,187,0.54,19292
CZBIL,2/28/2023,189.6,189.6,184.4,187,0,9800
CZBIL,3/1/2023,189.7,189.7,183,184.1,-1.55,14515
CZBIL,3/2/2023,185,187.6,182.7,182.7,-0.76,15120
CZBIL,3/5/2023,182,184,181,182.5,-0.11,9640
CZBIL,3/7/2023,183,183.8,179.4,182,-0.27,10503
CZBIL,3/9/2023,183.6,189,182.1,189,3.85,31175
CZBIL,3/12/2023,189,190,184,184,-2.65,15390
CZBIL,3/13/2023,184,184,178,178,-3.26,60396
CZBIL,3/14/2023,180.5,182,178,182,2.25,12516
CZBIL,3/15/2023,184,184.4,178,179.5,-1.37,22921
CZBIL,3/16/2023,179,181,178,180,0.28,25393
CZBIL,3/19/2023,180,182,179,179,-0.56,15499
CZBIL,3/20/2023,179,181,179,180,0.56,31291
CZBIL,3/22/2023,180.2,181.4,179.3,180,0,26482
CZBIL,3/23/2023,178,182,177.2,180,0,34455
CZBIL,3/26/2023,179,181.9,176.4,178,-1.11,32590
CZBIL,3/27/2023,175,179.5,175,177,-0.56,29191
CZBIL,3/28/2023,179.5,182,176.4,180,1.69,36245
CZBIL,3/29/2023,182.6,182.6,177.6,179,-0.56,10298
CZBIL,3/30/2023,181.4,181.5,178,178.9,-0.06,9924
CZBIL,4/2/2023,178.9,186,173.6,174.5,-2.46,37800
CZBIL,4/3/2023,173,174.8,171,173,-0.86,44415
CZBIL,4/4/2023,172,173.9,172,172.8,-0.12,33035
CZBIL,4/5/2023,174,174,170.6,172.9,0.06,20023
CZBIL,4/6/2023,176,176.3,172,173,0.06,19601
CZBIL,4/9/2023,172,173.5,170.1,170.4,-1.5,30458
CZBIL,4/10/2023,170,171.9,169,170.8,0.23,18249
CZBIL,4/11/2023,171.9,174.2,170,174,1.87,23860
CZBIL,4/12/2023,175,184,175,184,5.75,39492
CZBIL,4/13/2023,185.7,188,180.4,182,-1.09,43201
CZBIL,4/16/2023,184,184,180,180.8,-0.66,13340
CZBIL,4/17/2023,180,182,177.1,177.1,-2.05,15955
CZBIL,4/18/2023,175,178.7,175,177.1,0,14491
CZBIL,4/19/2023,175.1,182,175,181,2.2,31788
CZBIL,4/20/2023,180.1,180.1,177,179,-1.1,21022
CZBIL,4/23/2023,177,179,173,174.3,-2.63,26440
CZBIL,4/24/2023,173,174,171.1,174,-0.17,11909
